year,player_name,team_name,class_year,position,pa,adj_obp,slg,adj_slg,index
2015,"Garlick, Kyle",Cal Poly Pomona,Sr,OF,272,0.385,0.649,0.553,1.324
2015,"Poldroo, Erik",Concordia (NY),Sr,OF,152,0.411,0.614,0.498,1.320
2015,"Harris, Justin",Emporia St.,Sr,OF,254,0.400,0.625,0.517,1.318
2015,"Vanisi, Andrew",Rogers St.,Sr,OF,184,0.355,0.735,0.600,1.310
2015,"Miller, Brody",Mont. St. Billings,Sr,INF,237,0.380,0.670,0.548,1.308
2015,"Goihl, Jack",Augustana (SD),Sr,C,215,0.372,0.698,0.564,1.308
2015,"Overstreet, Brandon",Erskine,Sr,INF,238,0.376,0.688,0.555,1.308
2015,"Hayman, Bryant",Valdosta St.,Sr,C,209,0.381,0.635,0.543,1.305
2015,"Brower, Jordan",Azusa Pacific,Sr,1B,222,0.383,0.629,0.535,1.301
2015,"Staton, Allen",North Greenville,Sr,INF,234,0.373,0.673,0.554,1.300
2015,"Schroeder, Dillon",Neb.-Kearney,Sr,SS,162,0.371,0.676,0.556,1.298
2015,"Dennis, Chris",Fla. Southern,Sr,3B,217,0.407,0.568,0.483,1.298
2015,"Baylor, Westyn",Mansfield,Sr,OF,156,0.371,0.669,0.553,1.294
2015,"Cruz, Kevin",Valdosta St.,Sr,INF,198,0.372,0.641,0.548,1.292
2015,"Degner, Ryan",Mo. Western St.,Sr,OF,215,0.360,0.686,0.571,1.291
2015,"Hatcher, Tyler",Central Okla.,Sr,OF,159,0.360,0.694,0.567,1.287
2015,"Crutcher, Austin",Bellarmine,Sr,INF,213,0.345,0.701,0.586,1.276
2015,"Collins, Brendan",Columbus St.,Sr,OF,243,0.396,0.569,0.481,1.274
2015,"Wisdom, Kory",Quincy,Sr,INF,244,0.427,0.500,0.420,1.274
2015,"Berg, Bryce",Augustana (SD),Sr,C,160,0.369,0.664,0.536,1.273
2015,"Manning, Justin",Mount Olive,Sr,3B,238,0.398,0.576,0.475,1.271
2015,"Perez, Izzy",Pfeiffer,Sr,OF,200,0.353,0.680,0.565,1.270
2015,"Houston, Blake",Catawba,Sr,OF,272,0.396,0.577,0.478,1.269
2015,"Chavez, Matthew",N.M. Highlands,Sr,INF,189,0.378,0.635,0.510,1.267
2015,"Walker, Brian",Palm Beach Atl.,Sr,INF,190,0.410,0.524,0.443,1.263
2015,"Nogalo, Jake",Slippery Rock,Sr,INF,199,0.378,0.609,0.504,1.260
2015,"Santana, Ryan",Azusa Pacific,Sr,OF,213,0.359,0.637,0.542,1.260
2015,"Smith, Zach",Erskine,Sr,INF,233,0.357,0.674,0.544,1.257
2015,"Wagner, Michael",Colorado St.-Pueblo,Sr,OF,225,0.396,0.580,0.465,1.256
2015,"Lee, David",Tex. Permian Basin,Sr,INF,153,0.403,0.536,0.446,1.251
2015,"Koziol, Dennon",Ky. Wesleyan,Sr,2B,215,0.394,0.574,0.458,1.246
2015,"Andrus, Connor",Winston-Salem,Sr,C,222,0.403,0.542,0.437,1.243
2015,"Wallingford, Austin",Colorado Mesa,Sr,C,212,0.364,0.631,0.513,1.241
2015,"Nagy, Tom",Bentley,Sr,OF,151,0.354,0.626,0.531,1.240
2015,"Cuevas, Jesus",Cal St. L.A.,Sr,OF,166,0.394,0.536,0.449,1.237
2015,"Zak, Kevin",Grand Valley St.,Sr,INF,223,0.373,0.582,0.490,1.236
2015,"Lindgren, Aaron",Lake Erie,Sr,OF,160,0.349,0.645,0.538,1.236
2015,"Sola, Jose",King (TN),Sr,INF,186,0.363,0.621,0.506,1.232
2015,"Rodriguez, Ricky",Florida Tech,Sr,INF,218,0.375,0.571,0.481,1.231
2015,"Ardeeser, Clay",Georgia College,Sr,INF,249,0.373,0.575,0.482,1.228
2015,"Wyshinski, Dom",Shepherd,Sr,INF,172,0.404,0.511,0.418,1.226
2015,"Ayoub, Max",Neb.-Kearney,Sr,OF,212,0.349,0.640,0.527,1.225
2015,"Bowerman, Andrew",Tusculum,Sr,OF,187,0.388,0.537,0.448,1.223
2015,"Garcia, Omar",N.M. Highlands,Sr,INF,177,0.345,0.663,0.533,1.222
2015,"Christopher, Nicholas",Virginia St.,Sr,P,173,0.368,0.616,0.484,1.221
2015,"Dennard, R.J.",Armstrong,Sr,C,222,0.397,0.519,0.427,1.220
2015,"Swirchak, Josh",Wilmington (DE),Sr,2B,205,0.391,0.531,0.438,1.219
2015,"Justus, Ryan",Ark.-Fort Smith,Sr,INF,192,0.348,0.618,0.522,1.218
2015,"Johnson, Claude",Henderson St.,Sr,1B,236,0.366,0.558,0.481,1.213
2015,"Norris, Parker",Ouachita Baptist,Sr,INF,188,0.385,0.515,0.443,1.213
2015,"Twitty, Bobby",Saint Leo,Sr,OF,195,0.363,0.583,0.480,1.207
2015,"Shintaffer, Riley",Northern St.,Sr,OF,204,0.392,0.527,0.421,1.205
2015,"Doughty, Tyler",Florida Tech,Sr,INF,176,0.388,0.506,0.426,1.202
2015,"Song, Sammy",Coker,Sr,OF,159,0.398,0.489,0.407,1.202
2015,"Vanderpool, Josh",Ark.-Fort Smith,Sr,INF,190,0.365,0.559,0.472,1.202
2015,"Williams, Dallas",Drury,Sr,OF,237,0.362,0.563,0.478,1.201
2015,"Tindall, Nick",Tampa,Sr,C,213,0.356,0.580,0.489,1.201
2015,"Cole, Drew",UNC Pembroke,Sr,INF,262,0.385,0.518,0.428,1.197
2015,"Amaro, Andrew",Tampa,Sr,OF,173,0.390,0.496,0.418,1.197
2015,"Droll, Danny",Neb.-Kearney,Sr,INF,211,0.394,0.497,0.409,1.197
2015,"Burton, Cody",Ala.-Huntsville,Sr,OF,221,0.396,0.483,0.403,1.196
2015,"Floyd, Kyle",Lincoln Memorial,Sr,C,180,0.378,0.532,0.437,1.193
