year,player_name,team_name,class_year,position,p_gs,ip,so,bb,outs,adj_so9,adj_bb9,index
2015,"Martinez, Peter",Dominican (NY),Sr,P,8,62.0,57,9,186,7.35,1.09,7.88
2015,"Lujan, Paul",West Tex. A&M,Sr,P,0,33.2,35,7,101,8.59,1.05,7.85
2015,"Ward, Scott",Florida Tech,Sr,P,13,90.2,58,11,272,4.95,1.01,6.70
2015,"McGuire, Colben",Northwest Nazarene,Sr,P,15,91.1,76,14,274,6.55,1.07,6.69
2015,"Wurm, Mitch",Southwest Minn. St.,Sr,P,9,63.0,56,11,189,7.53,1.06,6.65
2015,"Rivera, Bryan",Saint Augustine's,Sr,P,12,72.1,72,13,217,7.35,1.09,6.46
2015,"Thompson, Russell Tyler",West Virginia St.,Sr,P,13,81.1,82,16,244,8.28,1.09,6.38
2015,"Brosnan, Alex",Molloy,Sr,P,9,72.2,76,15,218,8.31,1.08,6.35
2015,"Montiverdi, David",Dowling,Sr,P,5,33.2,23,4,101,5.61,1.07,6.12
2015,"Bass, Blake",Angelo St.,Sr,P,17,105.1,106,23,316,8.64,1.04,6.11
2015,"Haag, Scott",Southern Ind.,Sr,P,2,37.2,34,7,113,7.52,1.06,5.55
2015,"Williams, Alex",Findlay,Sr,P,0,36.0,45,10,108,10.47,2.10,5.12
2015,"Dickerson, Stephen",Philadelphia U.,Sr,P,9,44.1,25,4,133,4.55,0.00,4.86
2015,"Sexton, Jamie",West Ga.,Sr,P,14,97.0,79,17,291,6.77,1.03,4.78
2015,"Murphy, Chris",Millersville,Sr,P,13,88.0,70,15,264,6.69,1.05,4.37
2015,"Helsabeck, Wes",UNC Pembroke,Sr,P,6,46.2,62,16,140,10.89,3.03,4.35
2015,"Disbro, Justin",West Tex. A&M,Sr,P,11,52.1,42,9,157,6.68,1.05,4.32
2015,"Harper, Ryan",Saint Rose,Sr,P,9,65.1,44,9,196,5.66,1.06,4.25
2015,"O'Sullivan, Liam",Saint Leo,Sr,P,14,87.0,81,20,261,7.85,2.04,4.16
2015,"Cox, Eann",Lewis,Sr,P,9,61.0,45,9,183,5.64,1.06,4.05
2015,"Benitez, Ryan",Tex. A&M-Kingsville,Sr,P,13,80.0,81,19,240,8.60,2.09,3.81
2015,"Zorn, Austin",Minot St.,Sr,P,15,62.0,38,8,186,4.74,1.06,3.56
2015,"Claunch, Brantley",North Ala.,Sr,P,12,87.2,57,12,263,4.75,1.05,3.50
2015,"Petrizzi, Matt",West Chester,Sr,INF,42,45.2,41,10,137,7.70,1.04,3.34
2015,"Scudiero, Francesco",Bloomfield,Sr,P,8,56.1,52,11,169,7.29,1.10,3.22
2015,"Lalk, Kris",Metro St.,Sr,P,11,92.1,89,22,277,7.68,2.08,3.07
2015,"McAllister, Zach",Erskine,Sr,P,0,40.2,41,10,122,8.61,2.09,2.86
2015,"Fronsoe, Ashton",Florida Tech,Sr,P,13,71.0,49,12,213,5.93,1.01,2.64
2015,"Heissler, Jake",Central Mo.,Sr,P,10,65.0,66,17,195,8.76,2.06,2.63
2015,"McClintock, Ryan",Catawba,Sr,P,0,38.0,20,5,114,3.91,1.02,2.45
2015,"Purcell, Michael",Trevecca Nazarene,Sr,P,12,89.2,91,21,269,8.35,2.16,2.39
2015,"Fahey, Paul",Franklin Pierce,Sr,P,0,51.1,57,14,154,8.50,2.12,1.97
2015,"Katz, Jesse",Bemidji St.,Sr,P,8,36.2,29,7,110,6.62,1.06,1.86
2015,"Burleson, Colton",Tarleton St.,Sr,P,11,38.2,24,6,116,4.81,1.04,1.85
2015,"Barnett, Austin",Fla. Southern,Sr,P,1,36.0,30,8,108,6.95,2.02,1.67
2015,"Baroniel, Robert",Nova Southeastern,Sr,P,15,82.1,69,19,247,6.94,2.02,1.66
2015,"Jacobs, Craig",Nyack,Sr,INF,8,57.0,38,9,171,5.55,1.08,1.54
2015,"Fries, Tyler",Wilmington (DE),Sr,P,0,39.0,44,11,117,9.36,2.14,1.37
2015,"Abel, Nathaniel",Flagler,Sr,P,10,48.2,36,10,146,6.03,0.99,1.21
2015,"Herd, David",California Baptist,Sr,P,5,37.2,42,11,113,9.51,2.10,1.19
2015,"Ashford, Wilson",Fresno Pacific,Sr,P,11,71.2,68,17,215,7.53,2.13,1.19
2015,"Richards, Trevor",Drury,Sr,P,11,72.1,72,19,217,7.69,2.08,1.06
2015,"Leatherwood, William",Young Harris,Sr,P,2,40.1,32,9,121,7.00,2.00,0.98
2015,"Koger, Daniel",Ala.-Huntsville,Sr,P,13,83.2,86,23,251,8.58,2.10,0.57
2015,"Oglesby, Ryan",Slippery Rock,Sr,P,10,62.0,51,14,186,6.74,2.08,0.44
2015,"Wright, Ben",Southern Ind.,Sr,P,12,72.1,41,11,217,4.70,1.06,0.28
2015,"Moody, Jonathan",Delta St.,Sr,P,11,71.1,62,18,214,6.86,2.04,0.11
2015,"Martin, Alex",King (TN),Sr,P,11,61.0,48,14,183,6.79,2.06,-0.27
2015,"Rufer, Kyle",Barton,Sr,P,10,52.1,41,12,157,6.75,2.07,-0.47
2015,"Mendek, Bill",Lynn,Sr,P,2,56.1,42,13,169,5.91,2.03,-0.61
2015,"Kent, David",St. Anselm,Sr,P,9,57.0,50,14,171,6.75,2.08,-0.67
2015,"Wright, Mitchell",Ala.-Huntsville,Sr,P,10,50.0,60,17,150,9.53,3.15,-0.96
2015,"Jones, Cody",Henderson St.,Sr,P,13,71.0,60,18,213,6.81,2.06,-1.21
2015,"Finley, Doug",Colorado St.-Pueblo,Sr,P,0,37.1,49,14,112,10.46,3.15,-1.41
2015,"Batchelor, Zach",Post,Sr,P,6,52.1,47,13,157,7.42,2.16,-1.46
2015,"Fortenberry, Brooks",Mississippi Col.,Sr,P,12,79.2,65,20,239,6.76,2.07,-1.51
2015,"Martin, Brian",Shepherd,Sr,P,1,33.2,30,8,101,7.23,2.21,-1.52
2015,"Dela Cruz, Jeremy",Hawaii Hilo,Sr,P,4,38.1,21,6,115,3.77,1.06,-1.65
2015,"Barker, Luke",Chico St.,Sr,P,14,78.0,56,17,234,5.71,1.05,-1.86
2015,"Kolodin, Dan",UC San Diego,Sr,P,5,63.0,74,21,189,9.53,3.15,-1.91
2015,"Shaftner, Logan",Carson-Newman,Sr,P,9,49.2,28,9,149,4.83,1.03,-2.06
2015,"Milligan, Drew",Delta St.,Sr,P,12,69.0,69,22,207,8.82,2.04,-2.09
2015,"Behr, Dakota",Colorado Mesa,Sr,P,2,37.0,38,11,111,8.49,2.12,-2.10
2015,"Smith, Carson",Northwest Mo. St.,Sr,P,0,35.2,33,10,107,7.82,2.05,-2.13
2015,"Gonzalez, Fernando",West Ala.,Sr,P,15,96.1,96,29,289,7.78,2.06,-2.45
2015,"Navratil, Richie",Minn.-Crookston,Sr,P,8,36.0,12,4,108,2.77,1.08,-2.52
2015,"Blazier, Chase",Winona St.,Sr,P,11,65.2,30,10,197,3.75,1.07,-2.63
2015,"Samluk, Frank",Wilmington (DE),Sr,INF,51,66.1,71,20,199,8.42,2.14,-2.64
2015,"Stevenson, Jake",Pittsburg St.,Sr,P,11,53.2,28,10,161,3.91,1.02,-2.65
2015,"Howell, Tyler",Ala.-Huntsville,Sr,P,10,53.1,35,11,160,4.77,1.05,-2.67
2015,"Warren, Brandon",Barton,Sr,P,7,55.1,49,15,166,6.75,2.07,-2.69
2015,"Sullivan, Brett",Seton Hill,Sr,P,13,74.0,51,16,222,5.72,1.05,-2.79
2015,"Gray, Preston",Southern Ark.,Sr,P,15,82.0,53,18,246,4.88,1.02,-2.86
2015,"Sacoman, Zach",Mansfield,Sr,P,1,34.2,29,9,104,6.70,2.09,-2.99
2015,"Gresch, Zach",Notre Dame (OH),Sr,P,11,73.0,63,18,219,6.40,2.19,-3.03
2015,"Bomenblit, Eric",Caldwell,Sr,P,8,55.1,53,15,166,7.35,2.18,-3.14
