year,player_name,team_name,class_year,position,p_gs,p_ip,p_so,p_bb,outs,adj_so9,adj_bb9,index
2014,"Branum, John",Newman,Sr,Infield,12,71.1,38,8,214,3.77,1.06,2.60
2014,"Geese, Andrew",Saginaw Valley,Sr,Pitcher,10,58.1,57,14,175,7.58,2.11,2.45
2014,"Miller, T.J",Tusculum,Sr,Pitcher,7,40.2,33,8,122,6.70,1.05,2.32
2014,"Higgins, Brenton",Emporia St,Sr,Pitcher,0,50,49,13,150,7.78,2.06,1.61
2014,"Cundari, Rocco",Southern Conn. St,Sr,Pitcher,10,80.2,66,17,242,6.59,1.06,1.60
2014,"Schwabe, Brian",Cameron,Sr,Pitcher,12,70.1,50,14,211,5.90,1.02,1.42
2014,"Weatherholtz, Ryan",Concord,Sr,Pitcher,13,83.1,58,13,250,5.52,1.09,1.35
2014,"Standefer, Zack",Mo.-St. Louis,Sr,Pitcher,8,56.1,31,7,169,3.74,1.07,1.31
2014,"Christofferson, Kort",Dixie St,Sr,Pitcher,10,51.2,35,9,155,5.70,1.05,1.29
2014,"Rodriguez, Dayan",West Florida,Sr,Pitcher,11,61,34,9,183,4.86,1.03,1.22
2014,"Kubitz, Chris",St. Cloud St,Sr,Pitcher,9,51,56,14,153,8.37,2.15,1.17
2014,"Flynn, Joe",Franklin Pierce,Sr,Pitcher,10,58.2,73,19,176,10.51,2.09,1.17
2014,"Melville, John",New Haven,Sr,Pitcher,7,47.2,44,11,143,7.49,2.14,1.09
2014,"Wandling, Johnathon",Southern Ind,Sr,Pitcher,16,99.1,84,22,298,6.68,1.05,1.08
2014,"Abramowitz, Matt",Adelphi,Sr,Pitcher,1,47,53,14,141,9.49,2.11,1.07
2014,"McNorton, Kevin",Tampa,Sr,Pitcher,0,59.1,38,11,178,4.95,1.01,0.69
2014,"Reidt, Drew",Cameron,Sr,Pitcher,13,82,45,12,246,3.94,1.02,0.57
2014,"Kelley, Kerry",Cal St. San B'dino,Sr,Pitcher,14,89.2,67,18,269,5.76,1.04,0.46
2014,"Frank, Robert",St. Thomas Aquinas,Sr,Pitcher,10,59.2,64,16,179,8.39,2.15,0.36
2014,"McMahon, Conner",Merrimack,Sr,Pitcher,10,61,54,14,183,6.58,2.13,0.34
2014,"Schonfeld, Max",Molloy,Sr,Pitcher,11,83.2,42,11,251,3.72,1.08,0.24
2014,"Searcy, Kevin",Mars Hill,Sr,Pitcher,4,41,18,5,123,2.89,1.04,0.21
2014,"Albrecht, Tyler",Southern Conn. St,Sr,Pitcher,7,47,44,12,141,7.53,2.12,0.18
2014,"Bratton, Taylor",West Ala,Sr,Pitcher,13,89.1,50,14,268,4.86,1.03,0.15
2014,"Toth, David",Southern Ind,Sr,Pitcher,10,73.1,37,10,220,3.82,1.05,-0.17
2014,"Stawychny, Jeremy",Lee,Sr,Pitcher,13,82.1,71,20,247,6.66,2.10,-0.19
2014,"Bowles, Matt",Southern Ind,Sr,Infield,15,90.2,52,15,272,4.77,1.05,-0.36
2014,"McClintock, Ryan",Catawba,Sr,Pitcher,0,41,32,10,123,6.92,2.02,-0.49
2014,"Monticello, Ben",Eastern N.M,Sr,Pitcher,13,82,45,13,246,3.93,1.02,-0.50
2014,"Custer, Kip",GRU Augusta,Sr,Pitcher,13,76.1,54,17,229,6.08,1.97,-0.51
2014,"Currie, Ben",Wingate,Sr,Pitcher,13,80.1,73,22,241,7.88,2.03,-0.73
2014,"Lynn, Dylan",Southern Ark,Sr,Pitcher,16,112,86,25,336,5.89,2.04,-0.74
2014,"Modine, Jordan",Georgia College,Sr,Pitcher,0,46.2,32,10,140,6.04,0.99,-0.76
2014,"Skinner, Cody",West Ga,Sr,Pitcher,14,101.1,67,20,304,4.89,1.02,-0.79
2014,"Holthaus, Logan",Harding,Sr,Pitcher,13,77.2,51,15,233,4.87,1.03,-0.92
2014,"Theiss, Matt",Northwood (MI),Sr,Pitcher,8,48.1,17,5,145,2.83,0.00,-1.04
2014,"Hansen, Greg",N.M. Highlands,Sr,Pitcher,14,81.2,37,11,245,3.80,1.05,-1.21
2014,"Packrall, Preston",Tampa,Sr,Pitcher,10,80.2,45,15,242,4.95,1.01,-1.29
2014,"Schuyler, Kurtis",Central Mo,Sr,Pitcher,13,66,50,15,198,5.79,2.07,-1.40
2014,"Fischer, Kyle",St. Cloud St,Sr,Pitcher,12,74,71,19,222,7.44,2.15,-1.47
2014,"Davies, Willie",Central Wash,Sr,Pitcher,5,38.1,17,5,115,2.79,1.07,-1.59
2014,"Brandenberger, Jake",Flagler,Sr,Pitcher,12,76,75,24,228,8.06,1.99,-1.61
2014,"Gauthe, Bryson",Hawaii Pacific,Sr,Pitcher,6,58.1,26,8,175,3.74,1.07,-1.62
2014,"Ryan, Eric",Lenoir-Rhyne,Sr,Pitcher,12,60.2,36,12,182,4.85,1.03,-1.98
2014,"Solis, Rene",St. Mary's (TX),Sr,Pitcher,15,107.2,93,27,323,6.55,2.14,-2.01
2014,"Frederick, Josh",Mount Olive,Sr,Pitcher,1,51.2,42,13,155,6.83,2.05,-2.06
2014,"Ferriggi, C.J",St. Thomas Aquinas,Sr,Pitcher,1,35,40,11,105,9.32,2.15,-2.07
2014,"Paszek, Jordan",Dominican (NY),Sr,Pitcher,7,42.1,32,9,127,5.54,1.08,-2.08
2014,"Kramer, Adam",Concordia-St. Paul,Sr,Pitcher,8,52.2,30,9,158,4.66,1.07,-2.12
2014,"Rhodes, Cory",King (TN),Sr,Pitcher,14,92.2,96,29,278,8.80,2.04,-2.21
2014,"Stoner, Jeffrey",Francis Marion,Sr,Pitcher,1,39,44,14,117,9.97,3.01,-2.21
2014,"Fitzgerald, Corey",St. Cloud St,Sr,Pitcher,11,73,63,18,219,6.51,2.15,-2.26
2014,"Hamilton, Kevin",Brevard,Sr,Pitcher,11,83,64,20,249,5.81,2.06,-2.29
2014,"Bell, Jake",Arkansas Tech,Sr,Pitcher,0,42,32,10,126,5.81,2.07,-2.33
2014,"Thompson, Tyler",Pittsburg St,Sr,Pitcher,11,73.1,77,24,220,8.78,2.05,-2.38
2014,"Hart, David",UC San Diego,Sr,Pitcher,0,35.2,19,6,107,3.80,1.05,-2.51
2014,"Danner, Joey",Colorado Mesa,Sr,Pitcher,12,64.2,36,12,194,4.75,1.05,-2.62
2014,"Feckley, Jake",Angelo St,Sr,Infield,13,89,64,21,267,5.88,2.04,-2.83
2014,"Seithel, Kyle",St. Edward's,Sr,Pitcher,2,47.1,39,12,142,6.56,2.13,-2.84
