year,player_name,team_name,class_year,position,pa,adj_obp,slg,adj_slg,index
2014,"Methvin, Garrett",LeTourneau,Sr,Infield,157,0.426,0.544,0.505,1.356
2014,"Sforza, Joe",Juniata,Sr,Pitcher,159,0.394,0.632,0.566,1.354
2014,"West, Matt",Spalding,Sr,Infield,162,0.395,0.630,0.560,1.351
2014,"Huber, Kyle",Concordia Chicago,Sr,First Base,200,0.418,0.560,0.515,1.351
2014,"Cassano, Dante",Gwynedd Mercy,Sr,First Base,155,0.453,0.483,0.440,1.345
2014,"Krasny, Joe",Dominican (IL),Sr,Outfield,175,0.420,0.563,0.504,1.344
2014,"Caruso, Sam",Union (NY),Sr,Outfield,150,0.454,0.480,0.436,1.343
2014,"Iturrey, Daniel",Emory,Sr,Outfield,229,0.454,0.453,0.432,1.341
2014,"Bissell, William",Gallaudet,Sr,Outfield,184,0.428,0.556,0.486,1.341
2014,"Verrier, Matt",Southern Me,Sr,Catcher,211,0.416,0.529,0.500,1.333
2014,"Dixon, Derek",George Fox,Sr,First Base,178,0.396,0.575,0.540,1.332
2014,"Shupe, Dylan",Frostburg St,Sr,Catcher,180,0.435,0.503,0.463,1.332
2014,"Guerrero, Lymbel",Keystone,Sr,Infield,155,0.394,0.597,0.544,1.331
2014,"Gonzalez, Adrian",Rutgers-Camden,Sr,Outfield,192,0.400,0.565,0.529,1.329
2014,"Perez, Eric",Rowan,Sr,Outfield,185,0.434,0.488,0.461,1.328
2014,"Arrowood, Dustin",Lynchburg,Sr,First Base,150,0.433,0.504,0.461,1.327
2014,"Thomay, Cal",Wooster,Sr,First Base,161,0.425,0.521,0.475,1.325
2014,"Miller, Travis",Thomas More,Sr,Third Base,153,0.392,0.601,0.538,1.323
2014,"Winckel, Joe",Webster,Sr,Catcher,176,0.392,0.589,0.535,1.320
2014,"Staniscia, Josh",Wash. & Jeff,Sr,Outfield,182,0.412,0.548,0.496,1.320
2014,"Kahn, Jared",Emory,Sr,Infield,204,0.449,0.441,0.421,1.319
2014,"Porter, Colin",York (PA),Sr,Third Base,181,0.449,0.458,0.418,1.316
2014,"Posey, Adam",East. Mennonite,Sr,Pitcher,186,0.420,0.535,0.475,1.314
2014,"Winterburn, Joe",La Verne,Sr,Catcher,188,0.397,0.571,0.519,1.312
2014,"Ambrosino, Steve",Western New Eng,Sr,First Base,168,0.428,0.493,0.454,1.310
2014,"Sousanes, Eric",North Park,Sr,Infield,170,0.428,0.490,0.451,1.306
2014,"Henry, Tim",Ithaca,Sr,Second Base,151,0.436,0.460,0.433,1.305
2014,"Stillerman, David",Carleton,Sr,Infield,154,0.408,0.533,0.486,1.303
2014,"DellaValle, Nicholas",Cal Lutheran,Sr,Infield,185,0.418,0.516,0.464,1.301
2014,"Mangrum, Creed",MIT,Sr,Outfield,198,0.401,0.532,0.497,1.299
2014,"Lynch, Brendan",Eastern Conn. St,Sr,Infield,196,0.416,0.497,0.466,1.299
2014,"Martin, Trey",Wheaton (IL),Sr,First Base,176,0.398,0.550,0.500,1.295
2014,"Mason, Travis",St. Norbert,Sr,Infield,172,0.395,0.546,0.501,1.291
2014,"Lorenc, Alex",St. Joseph's (ME),Sr,Catcher,171,0.403,0.520,0.484,1.290
2014,"Patterson, Matt",Alvernia,Sr,Infield,162,0.409,0.521,0.472,1.289
2014,"Herr, Colbe",York (PA),Sr,Catcher,192,0.385,0.567,0.518,1.288
2014,"Ververis, Nik",Eastern Conn. St,Sr,Catcher,181,0.404,0.509,0.478,1.286
2014,"Gugliotta, Brad",Baldwin Wallace,Sr,Infield,240,0.414,0.486,0.456,1.284
2014,"Frey, Andrew",Case,Sr,Infield,220,0.391,0.537,0.502,1.283
2014,"McLaughlin, Rick",Keystone,Sr,Infield,162,0.427,0.467,0.425,1.280
2014,"Dorgan, J.D",St. Thomas (MN),Sr,Catcher,194,0.387,0.529,0.503,1.277
2014,"Phillips, Paul",Covenant,Sr,Outfield,168,0.440,0.429,0.396,1.276
