year,player_name,team_name,class_year,position,pa,adj_obp,slg,adj_slg,index
2013,"Bricknell, Zach",Young Harris,Sr,Outfield,205,0.359,0.774,0.739,1.456
2013,"Rogers, Blake",Trevecca Nazarene,Sr,Outfield,225,0.438,0.608,0.577,1.454
2013,"Cyr, Josh",North Ala,Sr,Infield,223,0.488,0.494,0.476,1.452
2013,"Hartley, Jake",Indianapolis,Sr,First Base,189,0.478,0.514,0.494,1.450
2013,"Willingham, Drew",Erskine,Sr,First Base,208,0.452,0.571,0.543,1.448
2013,"Hewes, Nate",Augustana (SD),Sr,Infield,186,0.432,0.615,0.582,1.447
2013,"Lewis, Ryan",Columbus St,Sr,Outfield,258,0.468,0.523,0.510,1.446
2013,"Molina, Igor",Charleston (WV),Sr,Infield,186,0.408,0.689,0.630,1.446
2013,"Gerstenslager, Bill",S.C. Aiken,Sr,Infield,247,0.440,0.596,0.563,1.442
2013,"Schmenk, Blake",Findlay,Sr,Outfield,196,0.477,0.503,0.485,1.438
2013,"Grieshaber, Kyle",Central Mo,Sr,Infield,209,0.432,0.611,0.574,1.438
2013,"Mercurio, Mike",Mount Olive,Sr,Shortstop,225,0.434,0.589,0.559,1.428
2013,"Borman, Sean",St. Cloud St,Sr,Infield,187,0.442,0.570,0.542,1.426
2013,"Comerford, Heath",Tusculum,Sr,Pitcher,206,0.419,0.622,0.584,1.423
2013,"Gonzalez, Luis",Concordia (NY),Sr,Catcher,194,0.452,0.554,0.511,1.414
2013,"Hickernell, Tyler",Winston-Salem,Sr,Third Base,207,0.432,0.604,0.546,1.411
2013,"Zule, John",Incarnate Word,Sr,Second Base,182,0.444,0.535,0.520,1.408
2013,"Chandler, Patrick",Rockhurst,Sr,Outfield,191,0.443,0.539,0.519,1.405
2013,"Russo, Mike",St. Thomas Aquinas,Sr,Catcher,210,0.398,0.663,0.609,1.405
2013,"Vitale, Dillon",Saint Leo,Sr,Infield,184,0.472,0.479,0.458,1.402
2013,"Baumann, Lewis",Bemidji St,Sr,Infield,159,0.397,0.642,0.605,1.399
2013,"Borgschulte, Matt",Drury,Sr,Outfield,240,0.409,0.607,0.579,1.398
2013,"Wharton, James",Cal St. L.A,Sr,First Base,249,0.413,0.584,0.572,1.398
2013,"Lacomb, Chase",Colorado St.-Pueblo,Sr,Second Base,228,0.473,0.488,0.450,1.395
2013,"Ragos, Anthony",Davis & Elkins,Sr,Outfield,177,0.437,0.577,0.518,1.392
2013,"Seigel, Richard",UC San Diego,Sr,First Base,209,0.412,0.573,0.568,1.392
2013,"Young, Kyle",Southwest Minn. St,Sr,Outfield,157,0.426,0.580,0.538,1.389
2013,"Miller, Blake",Western Ore,Sr,Shortstop,236,0.444,0.528,0.498,1.386
2013,"Berry, Jermaine",Mount Olive,Sr,Third Base,237,0.453,0.505,0.479,1.384
2013,"Ward, Chris",Cedarville,Sr,Outfield,192,0.446,0.525,0.489,1.382
2013,"Kelly, Robert",St. Anselm,Sr,First Base,215,0.414,0.578,0.554,1.382
2013,"McMullen, Seth",Winona St,Sr,Shortstop,165,0.425,0.559,0.530,1.380
2013,"Patrone, Matt",Mount Olive,Sr,Outfield,247,0.453,0.493,0.468,1.375
2013,"Cotter, Casey",Merrimack,Sr,Infield,209,0.452,0.497,0.470,1.374
2013,"Pezzuto, Andrew",Southern N.H,Sr,Infield,221,0.456,0.486,0.462,1.374
2013,"Revell, Michael",Saint Leo,Sr,Infield,196,0.424,0.550,0.525,1.373
2013,"Henriksen, Matt",Tusculum,Sr,Infield,208,0.393,0.625,0.587,1.372
2013,"Zimmerman, B.J",Tampa,Sr,First Base,163,0.438,0.508,0.490,1.365
2013,"Olszyk, Mike",Bridgeport,Sr,Infield,191,0.440,0.512,0.484,1.364
2013,"Rodriguez, Jose",Nova Southeastern,Sr,Outfield,190,0.420,0.542,0.521,1.361
2013,"Ballou, Chris",Tex. A&M-Kingsville,Sr,First Base,212,0.436,0.492,0.489,1.361
2013,"Aldridge, Tyler",Delta St,Sr,Second Base,249,0.452,0.461,0.455,1.358
2013,"Kasabian, Logan",Cedarville,Sr,Outfield,189,0.449,0.494,0.460,1.357
2013,"Zinsmeister, Robbie",Indiana (PA),Sr,Shortstop,214,0.407,0.571,0.541,1.356
2013,"Bates, Brandon",St. Mary's (TX),Sr,Designated Hitter,228,0.457,0.449,0.438,1.352
2013,"Schrader, Jake",Tampa,Sr,First Base,216,0.402,0.567,0.547,1.350
2013,"Shover, Tyler",Shippensburg,Sr,Catcher,209,0.433,0.492,0.479,1.346
2013,"Neumann, Lee",Angelo St,Sr,Outfield,243,0.407,0.537,0.530,1.344
2013,"Knight, Kegan",Northeastern St,Sr,Infield,213,0.408,0.562,0.525,1.341
2013,"Miller, Josh",S.C. Aiken,Sr,Catcher,250,0.423,0.523,0.494,1.340
2013,"Perez, Matt",Tex. A&M-Kingsville,Sr,Shortstop,231,0.460,0.419,0.416,1.337
2013,"Dahl, Jason",Southern Ark,Sr,Outfield,276,0.440,0.469,0.456,1.336
2013,"Huffman, Josh",King (TN),Sr,Catcher,183,0.401,0.559,0.533,1.335
2013,"Quinones, Luis",Eastern N.M,Sr,Outfield,150,0.429,0.504,0.477,1.334
2013,"Mays, Jacob",Concord,Sr,Outfield,219,0.438,0.516,0.458,1.333
2013,"Kingsley, Ben",Delta St,Sr,Outfield,230,0.399,0.541,0.534,1.332
2013,"Manning, Mitch",Dixie St,Sr,Catcher,171,0.439,0.476,0.453,1.331
2013,"Box, Braden",Colorado Mesa,Sr,Infield,212,0.419,0.536,0.491,1.330
2013,"Simpson, Kyle",Mo. Western St,Sr,Infield,227,0.421,0.510,0.487,1.329
2013,"Jones, Colton",Drury,Sr,Infield,241,0.435,0.479,0.457,1.328
2013,"Ringenberger, Noah",Tarleton St,Sr,Outfield,157,0.471,0.393,0.383,1.325
2013,"Turo, DJ",West Ala,Sr,Infield,205,0.441,0.446,0.443,1.324
2013,"Roberts, Jake",St. Joseph's (IN),Sr,Third Base,203,0.434,0.470,0.455,1.323
2013,"Pullen, J.D",Columbus St,Sr,Outfield,241,0.441,0.453,0.441,1.323
2013,"Busboom, Ryan",Fort Hays St,Sr,Infield,193,0.401,0.564,0.520,1.323
2013,"Marrero, Alex",Nova Southeastern,Sr,Outfield,185,0.421,0.500,0.481,1.322
2013,"Moore, Travis",Winston-Salem,Sr,Outfield,242,0.433,0.502,0.454,1.321
2013,"Williams, Phillip",Barton,Sr,Pitcher,160,0.381,0.586,0.558,1.320
2013,"Albaugh, Matt",Kutztown,Sr,Catcher,158,0.452,0.430,0.415,1.319
