year,player_name,team_name,class_year,position,pa,adj_obp,slg,adj_slg,index
2013,"Padilla, Jose Carlos",Montclair St,Sr,Outfield,151,0.454,0.556,0.529,1.437
2013,"Flagstad, Kyle",St. Scholastica,Sr,Outfield,164,0.440,0.616,0.556,1.437
2013,"Cinoman, Jack",Chicago,Sr,Outfield,164,0.423,0.632,0.585,1.431
2013,"Jordan, Seth",Mary Washington,Sr,Infield,168,0.466,0.521,0.497,1.428
2013,"Karakosta, Nick",Benedictine (IL),Sr,Infield,206,0.438,0.603,0.550,1.426
2013,"Grilliot, Jordan",Marietta,Sr,Outfield,219,0.446,0.569,0.534,1.426
2013,"Wilson, Tim",Linfield,Sr,Infield,240,0.440,0.567,0.544,1.425
2013,"Guillod, Rich",Wm. Paterson,Sr,Infield,162,0.430,0.603,0.560,1.421
2013,"Toth, Alex",Marietta,Sr,Catcher,186,0.444,0.563,0.529,1.417
2013,"Gentili, Nick",Pomona-Pitzer,Sr,Outfield,218,0.435,0.571,0.530,1.400
2013,"Rubino, Mike",Western New Eng,Sr,Third Base,209,0.464,0.503,0.469,1.397
2013,"Whitehead, Chris",Schreiner,Sr,First Base,168,0.436,0.572,0.523,1.395
2013,"Heck, Tyler",Union (NY),Sr,Outfield,156,0.451,0.523,0.491,1.394
2013,"Ward, Sam",Earlham,Sr,Outfield,180,0.420,0.606,0.552,1.392
2013,"Lynch, Jeff",Johns Hopkins,Sr,First Base,196,0.404,0.640,0.582,1.390
2013,"Darner, Ryan",Thomas More,Sr,Outfield,208,0.437,0.554,0.509,1.384
2013,"Crandall, Ryan",Monmouth (IL),Sr,Infield,158,0.421,0.593,0.540,1.382
2013,"Kinsel, Jon",St. Thomas (MN),Sr,Second Base,155,0.462,0.485,0.457,1.380
2013,"Niermann, Kyle",Bluffton,Sr,Pitcher,181,0.442,0.556,0.494,1.379
2013,"Kovach, Aaron",Mount Aloysius,Sr,Infield,165,0.429,0.586,0.519,1.377
2013,"Graczyk, Zack",SUNY Cortland,Sr,Outfield,206,0.442,0.516,0.485,1.369
2013,"Bunce, Nick",Brockport,Sr,Catcher,152,0.424,0.550,0.521,1.368
2013,"Schilter, Ryan",Wis.-Stevens Point,Sr,Catcher,253,0.409,0.581,0.546,1.364
2013,"Kragnes, Ryan",Penn St.-Behrend,Sr,Outfield,170,0.468,0.471,0.426,1.363
2013,"Adornetto, John",SUNY Cortland,Sr,Shortstop,207,0.449,0.494,0.464,1.362
2013,"Mason, Jonathan",Bridgewater (VA),Sr,Outfield,214,0.411,0.589,0.540,1.362
2013,"Graci, Evan",Salisbury,Sr,Outfield,166,0.440,0.507,0.475,1.356
2013,"Klein, Gabe",Hamilton,Sr,First Base,153,0.425,0.561,0.506,1.355
2013,"Brothers, Jeff",Oglethorpe,Sr,Catcher,153,0.449,0.496,0.448,1.346
2013,"Murphy, Bryce",Manchester,Sr,Pitcher,238,0.447,0.497,0.452,1.346
2013,"Tressa, Anrew",Misericordia,Sr,Infield,214,0.450,0.485,0.441,1.342
2013,"Yoder, Drew",Wartburg,Sr,Outfield,184,0.414,0.551,0.512,1.341
2013,"Fisher, Sean",Fontbonne,Sr,Outfield,173,0.430,0.537,0.481,1.340
2013,"Boyes, Zach",Johnson & Wales (RI),Sr,Outfield,152,0.427,0.541,0.481,1.336
2013,"Maragos, Alex",Wash. & Lee,Sr,First Base,151,0.384,0.613,0.564,1.333
2013,"Bagbey, Cole",Louisiana Col,Sr,Outfield,207,0.449,0.463,0.434,1.332
2013,"Littleman, Craig",Centenary (LA),Sr,Infield,167,0.405,0.571,0.522,1.332
2013,"Grady, Nick",Southern Me,Sr,Infield,261,0.411,0.539,0.507,1.328
2013,"Greene, Kevin",Westfield St,Sr,Outfield,166,0.411,0.543,0.501,1.323
2013,"Gentry, Nick",Salisbury,Sr,Outfield,187,0.421,0.513,0.481,1.322
2013,"Murphy, Michael",TCNJ,Sr,Outfield,169,0.412,0.529,0.498,1.322
2013,"Gasporra, Ryan",Centenary (LA),Sr,Outfield,189,0.445,0.471,0.430,1.320
2013,"Pratt, Michael",St. Joseph's (ME),Sr,Infield,173,0.401,0.567,0.517,1.319
2013,"Casareto, Jake",St. Scholastica,Sr,Shortstop,161,0.426,0.514,0.464,1.316
2013,"Stimpson, Leon",Alvernia,Sr,Outfield,187,0.403,0.561,0.509,1.315
2013,"Valdez, Chase",Schreiner,Sr,Catcher,155,0.425,0.507,0.464,1.314
2013,"Braga, Brooks",Wis.-La Crosse,Sr,Outfield,165,0.410,0.521,0.490,1.310
2013,"Parave, Bill",Penn St.-Abington,Sr,First Base,161,0.418,0.524,0.470,1.307
2013,"Almeida, Alex",Trinity (CT),Sr,Outfield,177,0.417,0.506,0.473,1.306
2013,"Hopper, Aaron",Marietta,Sr,Outfield,214,0.417,0.503,0.472,1.306
2013,"Sergi, Anthony",Adrian,Sr,Infield,153,0.433,0.477,0.438,1.304
2013,"Weiss, Jesse",Kenyon,Sr,Outfield,152,0.401,0.549,0.500,1.303
2013,"Price, Jacob",Texas-Dallas,Sr,Infield,152,0.443,0.437,0.414,1.300
2013,"Muha, John",Muhlenberg,Sr,Outfield,195,0.433,0.485,0.431,1.296
2013,"Neverman, Kyle",Johns Hopkins,Sr,Infield,198,0.418,0.506,0.460,1.296
2013,"Clakley, Tyler",Centenary (LA),Sr,Outfield,185,0.400,0.542,0.495,1.295
2013,"Henning, Jason",Redlands,Sr,Second Base,176,0.412,0.513,0.471,1.295
2013,"Callahan, Kevin",Ill. Wesleyan,Sr,First Base,210,0.413,0.494,0.466,1.292
2013,"Jacob, Dave",Ramapo,Sr,Outfield,220,0.432,0.455,0.428,1.292
2013,"Stephans, Jordan",Carroll (WI),Sr,Infield,157,0.415,0.523,0.460,1.289
2013,"Kane, Michael",North Park,Sr,Outfield,184,0.413,0.490,0.460,1.286
2013,"Jensen, Eric",Wheaton (MA),Sr,Infield,189,0.414,0.485,0.458,1.286
2013,"Cody, Pat",Gettysburg,Sr,Outfield,189,0.418,0.497,0.446,1.282
2013,"Salley, Will",Wash. & Lee,Sr,Outfield,173,0.378,0.570,0.525,1.281
2013,"Klein, TJ",Hope,Sr,Outfield,160,0.419,0.482,0.442,1.279
2013,"Kessler, Shawn",Stockton,Sr,Shortstop,155,0.402,0.512,0.476,1.279
2013,"Ramagli, Nick",Kean,Sr,Infield,213,0.399,0.505,0.482,1.279
2013,"Stoia, Nick",Franklin,Sr,Infield,204,0.411,0.500,0.456,1.278
2013,"Steininger, Eric",Thiel,Sr,Outfield,182,0.399,0.527,0.478,1.277
2013,"Buitkus, Steve",Salem St,Sr,Outfield,170,0.421,0.467,0.434,1.276
2013,"Koth, Taylor",Ripon,Sr,Outfield,183,0.428,0.459,0.418,1.275
2013,"Walden, Cory",Aurora,Sr,Pitcher,161,0.361,0.616,0.551,1.273
2013,"Spurr, Christian",Ramapo,Sr,Infield,194,0.403,0.497,0.468,1.273
2013,"Kerns, Mike",Penn St.-Abington,Sr,Catcher,181,0.412,0.500,0.449,1.272
2013,"Cladis, David",Wis.-Whitewater,Sr,Infield,176,0.443,0.414,0.385,1.271
2013,"Langley, Chad",Marian (WI),Sr,First Base,155,0.403,0.528,0.464,1.270
