year,player_name,team_name,class_year,position,p_gs,p_ip,p_so,p_bb,outs,adj_so9,adj_bb9,index
2014,"Poretz, Austin",Frostburg St,Sr,Pitcher,9,62,64,19,186,8.43,2.14,-3.54
2014,"DiCato, Matthew",Framingham St,Sr,Pitcher,10,66.2,44,13,200,4.49,1.11,-3.64
2014,"Padgett, Dylan",Manchester,Sr,Pitcher,12,84,63,20,252,5.61,2.14,-3.76
2014,"Brandon, Zach",Linfield,Sr,Pitcher,14,78.1,44,15,235,4.73,1.06,-3.79
2014,"Becker, Jacob",Fontbonne,Sr,Pitcher,13,78.1,50,16,235,4.59,1.09,-4.01
2014,"Sanborn, Lincoln",St. Joseph's (ME),Sr,Infield,9,58.2,54,16,176,7.34,2.18,-4.17
2014,"Roeschley, Ben",Bluffton,Sr,Pitcher,9,65,48,15,195,5.53,2.17,-4.17
2014,"Nogay, Eddie",Wash. & Jeff,Sr,Pitcher,10,68.1,33,12,205,3.66,1.09,-4.47
2014,"Roberts, Chris",FDU-Florham,Sr,Pitcher,10,61.2,55,17,185,7.27,2.20,-4.57
2014,"Sadoski, Andy",Bridgewater St,Sr,Pitcher,9,63.2,35,12,191,3.65,1.10,-4.79
2014,"DeSantis, Dante",Penn St.-Behrend,Sr,Pitcher,13,72.1,57,17,217,6.25,2.24,-4.80
2014,"Beatty, Sam",St. Mary's (MD),Sr,Pitcher,10,76.1,68,22,229,7.39,2.16,-4.88
2014,"Margolis, Mitch",Occidental,Sr,Infield,11,80.1,68,22,241,6.53,2.14,-5.17
2014,"Solano, Rob",Moravian,Sr,Pitcher,11,68.1,40,14,205,4.68,1.07,-5.19
2014,"Hanicak, Scott",Westminster (PA),Sr,Pitcher,11,69.1,50,16,208,5.38,2.23,-5.26
2014,"Sanchez, Keith",Mass. Maritime,Sr,Pitcher,6,35.2,26,8,107,5.37,2.24,-5.37
2014,"Rahn, Evan",Wheaton (IL),Sr,Pitcher,10,69.1,60,20,208,6.52,2.15,-5.45
