year,player_name,team_name,class_year,position,pa,adj_obp,slg,adj_slg,index
2015,"Goines, Sam",Wilmington (DE),Sr,OF,217,0.482,0.590,0.556,1.521
2015,"Rodriguez, Vinny",Montevallo,Sr,OF,205,0.466,0.615,0.587,1.518
2015,"Kreiling, Andrew",Pittsburg St.,Sr,OF,195,0.451,0.656,0.614,1.517
2015,"Bielec, Kasey",Central Wash.,Sr,INF,200,0.469,0.608,0.576,1.514
2015,"Garlick, Kyle",Cal Poly Pomona,Sr,OF,272,0.440,0.649,0.632,1.512
2015,"Poldroo, Erik",Concordia (NY),Sr,OF,152,0.469,0.614,0.569,1.508
2015,"Harris, Justin",Emporia St.,Sr,OF,254,0.457,0.625,0.590,1.505
2015,"Vanisi, Andrew",Rogers St.,Sr,OF,184,0.406,0.735,0.685,1.497
2015,"Overstreet, Brandon",Erskine,Sr,INF,238,0.430,0.688,0.634,1.494
2015,"Miller, Brody",Mont. St. Billings,Sr,INF,237,0.434,0.670,0.626,1.493
2015,"Goihl, Jack",Augustana (SD),Sr,C,215,0.425,0.698,0.644,1.493
2015,"Hayman, Bryant",Valdosta St.,Sr,C,209,0.435,0.635,0.620,1.490
2015,"Brower, Jordan",Azusa Pacific,Sr,1B,222,0.437,0.629,0.611,1.485
2015,"Staton, Allen",North Greenville,Sr,INF,234,0.426,0.673,0.633,1.484
2015,"Schroeder, Dillon",Neb.-Kearney,Sr,SS,162,0.424,0.676,0.635,1.482
2015,"Dennis, Chris",Fla. Southern,Sr,3B,217,0.465,0.568,0.551,1.482
2015,"Baylor, Westyn",Mansfield,Sr,OF,156,0.423,0.669,0.631,1.478
2015,"Cruz, Kevin",Valdosta St.,Sr,INF,198,0.424,0.641,0.626,1.475
2015,"Degner, Ryan",Mo. Western St.,Sr,OF,215,0.411,0.686,0.652,1.474
2015,"Hatcher, Tyler",Central Okla.,Sr,OF,159,0.411,0.694,0.648,1.469
2015,"Crutcher, Austin",Bellarmine,Sr,INF,213,0.394,0.701,0.669,1.457
2015,"Collins, Brendan",Columbus St.,Sr,OF,243,0.453,0.569,0.549,1.455
2015,"Wisdom, Kory",Quincy,Sr,INF,244,0.488,0.500,0.480,1.455
2015,"Berg, Bryce",Augustana (SD),Sr,C,160,0.421,0.664,0.613,1.454
2015,"Manning, Justin",Mount Olive,Sr,3B,238,0.455,0.576,0.542,1.452
2015,"Perez, Izzy",Pfeiffer,Sr,OF,200,0.403,0.680,0.645,1.451
2015,"Houston, Blake",Catawba,Sr,OF,272,0.452,0.577,0.545,1.449
2015,"Chavez, Matthew",N.M. Highlands,Sr,INF,189,0.432,0.635,0.583,1.447
2015,"Walker, Brian",Palm Beach Atl.,Sr,INF,190,0.468,0.524,0.506,1.443
2015,"Nogalo, Jake",Slippery Rock,Sr,INF,199,0.432,0.609,0.575,1.439
2015,"Santana, Ryan",Azusa Pacific,Sr,OF,213,0.410,0.637,0.618,1.439
2015,"Smith, Zach",Erskine,Sr,INF,233,0.407,0.674,0.621,1.436
2015,"Wagner, Michael",Colorado St.-Pueblo,Sr,OF,225,0.452,0.580,0.531,1.435
2015,"Lee, David",Tex. Permian Basin,Sr,INF,153,0.460,0.536,0.509,1.429
2015,"Koziol, Dennon",Ky. Wesleyan,Sr,2B,215,0.450,0.574,0.523,1.422
2015,"Andrus, Connor",Winston-Salem,Sr,C,222,0.460,0.542,0.499,1.420
2015,"Wallingford, Austin",Colorado Mesa,Sr,C,212,0.416,0.631,0.586,1.418
2015,"Nagy, Tom",Bentley,Sr,OF,151,0.405,0.626,0.607,1.416
2015,"Cuevas, Jesus",Cal St. L.A.,Sr,OF,166,0.450,0.536,0.513,1.413
2015,"Zak, Kevin",Grand Valley St.,Sr,INF,223,0.426,0.582,0.559,1.412
2015,"Lindgren, Aaron",Lake Erie,Sr,OF,160,0.399,0.645,0.614,1.412
2015,"Sola, Jose",King (TN),Sr,INF,186,0.415,0.621,0.577,1.407
2015,"Rodriguez, Ricky",Florida Tech,Sr,INF,218,0.428,0.571,0.550,1.406
2015,"Ardeeser, Clay",Georgia College,Sr,INF,249,0.426,0.575,0.550,1.403
2015,"Wyshinski, Dom",Shepherd,Sr,INF,172,0.462,0.511,0.477,1.400
2015,"Ayoub, Max",Neb.-Kearney,Sr,OF,212,0.399,0.640,0.601,1.399
2015,"Bowerman, Andrew",Tusculum,Sr,OF,187,0.443,0.537,0.511,1.397
2015,"Garcia, Omar",N.M. Highlands,Sr,INF,177,0.394,0.663,0.608,1.396
2015,"Christopher, Nicholas",Virginia St.,Sr,P,173,0.420,0.616,0.553,1.394
2015,"Dennard, R.J.",Armstrong,Sr,C,222,0.453,0.519,0.488,1.394
2015,"Swirchak, Josh",Wilmington (DE),Sr,2B,205,0.446,0.531,0.501,1.393
2015,"Justus, Ryan",Ark.-Fort Smith,Sr,INF,192,0.397,0.618,0.596,1.391
2015,"Johnson, Claude",Henderson St.,Sr,1B,236,0.418,0.558,0.550,1.385
2015,"Norris, Parker",Ouachita Baptist,Sr,INF,188,0.439,0.515,0.506,1.385
2015,"Twitty, Bobby",Saint Leo,Sr,OF,195,0.415,0.583,0.549,1.379
2015,"Shintaffer, Riley",Northern St.,Sr,OF,204,0.448,0.527,0.481,1.377
2015,"Song, Sammy",Coker,Sr,OF,159,0.454,0.489,0.465,1.373
2015,"Doughty, Tyler",Florida Tech,Sr,INF,176,0.443,0.506,0.487,1.373
2015,"Williams, Dallas",Drury,Sr,OF,237,0.413,0.563,0.546,1.372
2015,"Vanderpool, Josh",Ark.-Fort Smith,Sr,INF,190,0.417,0.559,0.539,1.372
2015,"Tindall, Nick",Tampa,Sr,C,213,0.407,0.580,0.558,1.371
2015,"Amaro, Andrew",Tampa,Sr,OF,173,0.445,0.496,0.477,1.367
2015,"Cole, Drew",UNC Pembroke,Sr,INF,262,0.439,0.518,0.489,1.367
2015,"Droll, Danny",Neb.-Kearney,Sr,INF,211,0.450,0.497,0.467,1.367
2015,"Burton, Cody",Ala.-Huntsville,Sr,OF,221,0.453,0.483,0.460,1.366
2015,"Floyd, Kyle",Lincoln Memorial,Sr,C,180,0.432,0.532,0.499,1.363
