year,player_name,team_name,class_year,position,p_gs,p_ip,p_so,p_bb,outs,adj_so9,adj_bb9,index
2014,"Smigelski, Jacob",UC Riverside,Sr,Pitcher,14,91.1,66,19,274,6.16,0.97,2.00
2014,"Perkins, Tanner",Eastern Ky,Sr,Pitcher,14,88,48,12,264,4.00,1.00,1.97
2014,"LaBrie, Aaron",Wichita St,Sr,Pitcher,0,48.2,43,12,146,7.14,1.96,1.92
2014,"Dahlson, Bret",Loyola Marymount,Sr,Pitcher,0,35,28,8,105,7.14,1.96,1.79
2014,"Schoonover, Steven",Omaha,Sr,Pitcher,9,51.1,20,5,154,2.95,0.00,1.71
2014,"Kuzminsky, Scott",Hawaii,Sr,Pitcher,12,88.2,53,15,266,5.11,0.98,1.65
2014,"Hirsch, Zach",Nebraska,Sr,Pitcher,0,52.1,50,14,157,8.08,1.98,1.49
2014,"Burke, Michael",Buffalo,Sr,Pitcher,14,97.1,78,21,292,6.88,1.02,1.33
2014,"Fisk, Conor",Southern Miss,Sr,Pitcher,13,89.1,84,24,268,8.04,1.99,1.25
2014,"Street, Sam",Tex.-Pan American,Sr,Pitcher,15,129.1,91,25,388,6.00,1.00,1.00
2014,"Schlitter, Craig",Bryant,Sr,Pitcher,15,94.2,70,18,284,5.82,1.03,0.92
2014,"Coughlin, Shaun",Maine,Sr,Pitcher,9,61,41,11,183,5.80,1.03,0.84
2014,"Hicks, Matt",La.-Lafayette,Sr,Pitcher,4,44.2,41,12,134,8.09,1.98,0.53
2014,"Schreiber, Brett",Hofstra,Sr,Pitcher,0,39.1,32,9,118,6.90,2.03,0.38
2014,"Porter, Kyle",California,Sr,Pitcher,15,92.2,72,22,278,6.20,1.94,0.34
2014,"Hill, Preston",Temple,Sr,Pitcher,6,42.2,34,10,128,7.05,1.99,0.31
2014,"Green, Nick",Utah,Sr,Pitcher,0,44.1,38,12,133,7.19,1.95,0.24
2014,"Lower, Ryan",Houston Baptist,Sr,Pitcher,13,80.2,53,16,242,5.02,1.00,0.14
2014,"Drozd, Jonny",Texas Tech,Sr,Pitcher,0,73.1,48,15,220,5.13,0.98,-0.12
2014,"Kjemhus, Chad",Portland,Sr,Pitcher,4,50.1,30,10,151,5.13,0.98,-0.17
2014,"Stuart, Dylan",UC Riverside,Sr,Pitcher,1,68.2,38,12,206,4.11,0.97,-0.22
2014,"Mooney, Danny",Davidson,Sr,Pitcher,11,72,68,20,216,7.96,2.01,-0.23
2014,"D'Errico, David",Hofstra,Sr,Pitcher,7,39,19,6,117,3.94,1.02,-0.39
2014,"Ploeger, Jim",Ark.-Pine Bluff,Sr,Pitcher,11,70,68,20,210,7.78,2.06,-0.43
2014,"Lawrence, Tommy",Maine,Sr,Pitcher,14,104.2,97,29,314,7.73,2.07,-0.67
2014,"Nuemann, Nick",Central Conn. St,Sr,Pitcher,11,72,50,15,216,5.88,1.02,-0.73
2014,"Steele, Keeton",Missouri,Sr,Pitcher,3,67.1,56,18,202,7.19,1.95,-0.76
2014,"Brock, Evan",UC Irvine,Sr,Pitcher,16,107.1,70,23,322,5.16,0.97,-0.88
2014,"Walker, Josh",New Mexico,Sr,Pitcher,15,107,36,13,321,3.01,1.00,-0.92
2014,"Biggerstaff, Bryce",Central Ark,Sr,Pitcher,14,104,58,19,312,5.00,1.00,-0.99
2014,"Freeman, Clinton",East Tenn. St,Sr,Infield,4,53.2,41,13,161,5.99,2.00,-1.05
2014,"Williams, Nick",Tennessee,Sr,Pitcher,13,89.1,65,21,268,6.14,1.95,-1.08
2014,"Wilkinson, Ryan",Toledo,Sr,Pitcher,14,101.2,66,21,305,4.97,1.01,-1.22
2014,"Murphy, Clay",Missouri St,Sr,Pitcher,12,77,79,25,231,9.12,1.97,-1.24
2014,"Acker, Mac",Seattle,Sr,Pitcher,11,69.2,58,18,209,6.95,2.01,-1.29
2014,"Weaver, Chase",Texas-Arlington,Sr,Pitcher,1,53.1,38,13,160,6.10,1.97,-1.31
2014,"Powers, Jake",Missouri St,Sr,Pitcher,4,51.1,47,15,154,8.11,1.97,-1.32
2014,"Markey, Brad",Virginia Tech,Sr,Pitcher,12,82.1,57,19,247,6.09,1.97,-1.44
2014,"Greenwood, Aaron",Ole Miss,Sr,Pitcher,0,44.1,35,12,133,7.21,1.94,-1.65
2014,"Hockenberry, Matt",Temple,Sr,Pitcher,14,93.1,71,23,280,6.04,1.99,-1.69
2014,"Simms, Jason",Sam Houston St,Sr,Pitcher,11,81,46,16,243,5.04,0.99,-1.73
2014,"Mittura, Paul",Middle Tenn,Sr,Pitcher,11,72.2,43,14,218,5.03,0.99,-1.82
2014,"McClavin, Justin",Kennesaw St,Sr,Pitcher,0,61,60,19,183,8.00,2.00,-2.01
2014,"Jordan, Tyler",Ball St,Sr,Pitcher,0,38.2,26,9,116,5.98,2.01,-2.15
2014,"Wheeland, Vince",Oklahoma St,Sr,Pitcher,3,83,45,16,249,4.09,0.98,-2.28
2014,"McNitt, Brandon",Stony Brook,Sr,Pitcher,11,71.2,71,22,215,7.80,2.05,-2.33
2014,"Galan, Anthony",Brown,Sr,Pitcher,6,37,24,8,111,4.95,1.01,-2.38
2014,"Salas, Javi",Miami (FL),Sr,Pitcher,8,52.1,43,15,157,7.08,1.98,-2.50
2014,"Anderson, Eli",Northern Ill,Sr,Pitcher,13,95.1,77,26,286,7.05,1.98,-2.66
2014,"Driver, Jason",Winthrop,Sr,Pitcher,4,55.2,47,15,167,6.90,2.03,-2.69
2014,"Nittoli, Vinny",Xavier,Sr,Pitcher,14,87,66,23,261,6.03,1.99,-2.79
2014,"Leiningen, Nick",Sacred Heart,Sr,Pitcher,6,55,26,9,165,3.88,1.03,-2.80
2014,"Hawley, Tucker",Alabama,Sr,Pitcher,3,37.1,24,9,112,5.16,1.94,-2.81
2014,"Byrd, Taylor",Nicholls St,Sr,Pitcher,14,89,80,27,267,8.03,1.99,-2.83
2014,"Frye, Josh",Long Beach St,Sr,Pitcher,10,83.1,52,19,250,5.15,1.94,-2.91
2014,"Wood, Tyler",Furman,Sr,Pitcher,9,66.2,55,19,200,7.01,2.00,-2.91
2014,"McGrath, Patrick",Loyola Marymount,Sr,Pitcher,14,73,49,18,219,6.12,1.96,-3.23
2014,"Schultz, Scott",Oregon St,Sr,Pitcher,5,67,40,15,201,5.10,1.96,-3.31
2014,"Molesky, Vincent",Mt. St. Mary's,Sr,Pitcher,10,57.1,42,14,172,5.80,2.07,-3.36
2014,"Greene, Seth",VCU,Sr,Pitcher,7,53.2,34,12,161,4.95,2.02,-3.39
2014,"Knox, Chandler",Presbyterian,Sr,Pitcher,14,91.1,45,17,274,3.94,1.02,-3.47
2014,"Zapata, D.J",Santa Clara,Sr,Pitcher,16,98.2,50,19,296,4.06,0.98,-3.53
2014,"Thompson, Ryan",Campbell,Sr,Pitcher,0,88,87,29,264,7.91,2.02,-3.59
2014,"MacDonald, Christian",UNCW,Sr,Pitcher,2,35.1,28,10,106,7.05,1.98,-3.64
2014,"DeLeon, Christian",Nebraska,Sr,Pitcher,11,80.1,39,16,241,4.04,0.99,-3.70
2014,"Massie, Jeremy",Ole Miss,Sr,Pitcher,9,63.2,46,17,191,6.18,1.94,-3.71
2014,"Walker, Nate",Holy Cross,Sr,Pitcher,8,38.2,29,10,116,5.88,2.04,-3.85
2014,"McCall, Matt",Ga. Southern,Sr,Pitcher,3,66.2,59,20,200,7.02,2.00,-3.89
2014,"McGee, Andrew",Monmouth,Sr,Pitcher,13,76.1,45,16,229,4.87,1.03,-3.90
2014,"Cohen, Jonathan",Bryant,Sr,Pitcher,0,33.1,19,7,100,4.85,1.03,-3.99
2014,"Stanton, Devin",Georgia Tech,Sr,Pitcher,12,76.1,57,22,229,6.13,1.96,-4.01
2014,"Wallace, Bradley",Arkansas St,Sr,Pitcher,15,78.1,69,25,235,7.13,1.96,-4.06
2014,"Wetzler, Ben",Oregon St,Sr,Pitcher,13,104,83,31,312,7.14,1.96,-4.10
2014,"Olson, Andrew",Seattle,Sr,Pitcher,5,48.1,30,11,145,4.97,2.01,-4.24
2014,"Weir, T.J",Ball St,Sr,Infield,15,99.2,117,39,299,9.96,3.01,-4.27
2014,"Carmain, Chris",Northeastern,Sr,Pitcher,13,91.1,57,21,274,4.96,2.02,-4.32
2014,"Roland, Dean",UNC Asheville,Sr,Pitcher,10,56,50,18,168,7.95,2.01,-4.36
2014,"Glaze, Stephen",Mercer,Sr,Pitcher,0,40,44,15,120,8.95,3.02,-4.37
2014,"Hicks, Tanner",Troy,Sr,Pitcher,15,94.2,65,25,284,6.09,1.97,-4.42
2014,"Bracewell, Ben",Mississippi St,Sr,Pitcher,7,61.2,62,23,185,9.24,2.92,-4.45
2014,"Gaynor, Jared",George Mason,Sr,Pitcher,15,115,73,27,345,4.92,2.03,-4.58
2014,"Hickey, David",Yale,Sr,Pitcher,9,49.2,40,14,149,6.90,2.03,-4.63
2014,"Thorpe, Daniel",Saint Joseph's,Sr,Pitcher,16,95.2,73,26,287,5.90,2.03,-4.76
2014,"Taylor, Carey",La.-Monroe,Sr,Pitcher,1,49.1,46,17,148,8.18,2.93,-4.76
2014,"Hopf, Zachary",Saint Peter's,Sr,Infield,13,85.2,73,26,257,6.89,2.03,-4.77
2014,"Monda, Jason",Washington St,Sr,Outfield,14,79,60,23,237,6.14,1.95,-4.92
2014,"Hanzlik, Michael",Col. of Charleston,Sr,Pitcher,0,37.2,37,13,113,8.01,3.00,-4.93
2014,"Burton, Jared",East Tenn. St,Sr,Pitcher,1,33.2,21,8,101,4.99,2.00,-5.05
2014,"Riley, Nick",Mt. St. Mary's,Sr,Pitcher,1,41.2,24,9,125,4.83,1.03,-5.16
2014,"Braun, Taylor",Wright St,Sr,Pitcher,3,36,30,11,108,6.98,2.01,-5.17
2014,"Purdy, Malcolm",Grand Canyon,Sr,Pitcher,0,37,17,7,111,3.98,1.01,-5.18
2014,"Lechich, Louie",San Diego,Sr,Pitcher,13,82.1,50,21,247,5.09,1.97,-5.35
2014,"Frank, Michael",Bowling Green,Sr,Pitcher,15,88.1,61,23,265,5.94,2.02,-5.43
2014,"Greve, Greg",Ohio St,Sr,Pitcher,14,85.2,40,18,257,4.04,0.99,-5.67
2014,"Sturgeon, Cole",Louisville,Sr,Outfield,0,36.1,37,14,109,9.18,2.94,-5.78
2014,"Fitzgerald, Sean",Notre Dame,Sr,Pitcher,10,70.2,48,19,212,6.03,1.99,-5.78
2014,"Perez, Austin",Stetson,Sr,Pitcher,16,79,49,20,237,5.03,1.99,-5.79
2014,"Isaacs, Dusty",Georgia Tech,Sr,Pitcher,1,61,53,21,183,7.16,2.93,-5.83
2014,"Smith, Jordan",Western Caro,Sr,Pitcher,15,105,82,32,315,7.02,1.99,-5.86
2014,"Russell, Desmond",Jackson St,Sr,Infield,13,109.1,90,32,328,6.73,2.08,-5.88
2014,"Calzetta, Mike",UMass Lowell,Sr,Pitcher,10,64.1,36,15,193,4.88,2.05,-5.88
2014,"Millison, Ryan",Long Beach St,Sr,Pitcher,6,52.1,30,13,157,5.15,1.94,-5.89
2014,"Shive, Corbin",Charlotte,Sr,Designated Hitter,6,38,31,12,114,7.00,2.00,-5.97
2014,"Miller, Corey",Pepperdine,Sr,Pitcher,16,118.1,82,33,355,6.14,1.95,-6.00
2014,"Rosetta, Nick",Long Beach St,Sr,Pitcher,0,36.1,17,8,109,4.12,0.97,-6.07
2014,"Schroff, Tory",Charleston So,Sr,Pitcher,13,71,51,19,213,5.84,2.05,-6.16
2014,"Needham, Kevin",LIU Brooklyn,Sr,Pitcher,4,36,21,8,108,4.83,2.07,-6.18
2014,"Sims, Matt",UTSA,Sr,Pitcher,0,39,41,15,117,8.97,3.01,-6.19
2014,"Fulghum, Blake",Liberty,Sr,Pitcher,10,74,40,17,222,3.97,2.01,-6.23
2014,"Stauffenberg, Jake",SIUE,Sr,Pitcher,8,57.1,43,17,172,5.97,2.01,-6.23
2014,"Roseboom, David",USC Upstate,Sr,Pitcher,13,81,55,22,243,5.96,2.01,-6.27
2014,"Lambert, Trey",Liberty,Sr,Pitcher,16,109,71,28,327,4.97,2.01,-6.27
2014,"Schumacher, Cody",Missouri St,Sr,Pitcher,12,77,66,26,231,7.10,2.96,-6.28
2014,"Gill, Mac",UMBC,Sr,Pitcher,11,61,16,9,183,1.97,1.02,-6.33
2014,"O'Neill, Shawn",La Salle,Sr,Pitcher,12,84.1,50,21,253,4.94,2.02,-6.43
2014,"Barton, Troy",Eastern Ill,Sr,Pitcher,2,39,34,13,117,7.07,2.97,-6.45
2014,"Newman, Dillon",Baylor,Sr,Pitcher,14,76,56,23,228,6.20,1.94,-6.50
2014,"Weigel, Dan",Bucknell,Sr,Pitcher,14,97.2,52,22,293,3.91,2.05,-6.77
2014,"Wotherspoon, Matt",Pittsburgh,Sr,Pitcher,14,79,55,22,237,6.01,2.00,-6.92
2014,"May, Hunter",Charlotte,Sr,Pitcher,0,37,24,10,111,5.00,2.00,-6.98
2014,"Eaton, Todd",Southern Ill,Sr,Pitcher,15,94.1,51,23,283,3.98,2.01,-7.18
2014,"O'Brien, Patrick",Youngstown St,Sr,Pitcher,13,72.1,38,17,217,3.98,2.01,-7.18
2014,"Lomangino, James",St. John's (NY),Sr,Pitcher,15,91.1,85,33,274,7.95,3.02,-7.39
2014,"Schaak, Paul",Eastern Mich,Sr,Pitcher,8,50.1,40,16,151,6.93,2.02,-7.48
2014,"Hughes, Kevin",Buffalo,Sr,Pitcher,9,85,55,23,255,4.92,2.03,-7.68
2014,"Mabry, Brett",East Carolina,Sr,Pitcher,6,76.1,41,19,229,4.03,1.99,-7.77
2014,"Cuellar, Jonathan",New Mexico,Sr,Pitcher,7,43.1,23,11,130,4.02,1.99,-7.85
2014,"Piche', Jordan",Kansas,Sr,Pitcher,8,82.1,69,29,247,7.15,2.94,-7.91
2014,"Moore, Jared",Kansas St,Sr,Pitcher,10,68.2,46,21,206,6.12,1.96,-8.09
2014,"Gatto, Dan",Delaware,Sr,Pitcher,14,106.2,68,30,320,4.99,2.00,-8.10
2014,"McCain, Shane",Troy,Sr,Pitcher,15,101.1,101,40,304,8.11,2.96,-8.13
2014,"Korte, Brian",Indiana,Sr,Pitcher,8,40.1,30,13,121,6.10,1.97,-8.22
2014,"Maloney, John",High Point,Sr,Pitcher,0,47.2,48,19,143,8.95,3.02,-8.33
2014,"Johnson, Gunner",Butler,Sr,Pitcher,8,58,47,19,174,6.94,2.02,-8.45
2014,"Secrest, Kelly",UNCW,Sr,Pitcher,0,36.1,38,15,109,9.07,2.98,-8.49
2014,"Fischer, Jack",Wake Forest,Sr,Pitcher,15,101.1,59,28,304,5.05,1.98,-8.63
2014,"Cross, Kyle",Stephen F. Austin,Sr,Pitcher,9,66.1,29,15,199,3.03,1.98,-8.68
2014,"Raulston, Bradley",Jacksonville St,Sr,Pitcher,0,41,32,14,123,7.04,2.98,-8.69
2014,"Roberts, Andy",Old Dominion,Sr,Pitcher,16,85.1,38,20,256,4.04,1.98,-8.69
2014,"Rogalla, Jack",Binghamton,Sr,Pitcher,14,87,63,27,261,5.89,2.04,-8.82
2014,"Finch, Cameron",Murray St,Sr,Pitcher,14,85,66,28,255,6.01,2.00,-8.90
2014,"Schlechte, Ethan",UALR,Sr,Pitcher,8,53,41,18,159,6.13,2.94,-8.92
2014,"Feldtman, Colin",Portland,Sr,Pitcher,8,60.2,36,18,182,5.13,1.95,-8.95
2014,"Vanderka, Frankie",Stony Brook,Sr,Pitcher,12,81,49,22,243,4.88,2.05,-9.00
2014,"Freter, Andrew",Utah Valley,Sr,Pitcher,15,94.1,56,27,283,4.99,2.00,-9.07
2014,"Miller, Nick",North Florida,Sr,Pitcher,9,60.2,33,16,182,3.99,2.01,-9.13
2014,"McCune, Kurt",LSU,Sr,Pitcher,1,35,24,11,105,6.11,1.96,-9.18
2014,"Casey, Ryan",Wagner,Sr,Pitcher,13,79.2,32,17,239,2.97,1.01,-9.30
2014,"McLaughlin, Aidan",Georgia St,Sr,Pitcher,3,41.2,24,12,125,5.08,1.97,-9.39
2014,"McDowell, Chase",Rice,Sr,Pitcher,12,71.1,40,20,214,5.08,1.97,-9.40
2014,"Laudicina, Steve",Western Mich,Sr,Pitcher,16,111,66,32,333,4.95,2.02,-9.45
2014,"Wilson, Ryan",La.-Lafayette,Sr,Outfield,6,60.2,44,20,182,6.07,1.98,-9.47
2014,"Greco, Bob",Nebraska,Sr,Pitcher,0,39.2,32,14,119,7.07,2.97,-9.48
2014,"Kendzora, TJ",San Diego St,Sr,Pitcher,6,54,27,14,162,4.05,1.97,-9.53
2014,"Bishop, Kevin",Stephen F. Austin,Sr,Pitcher,11,71,40,20,213,5.05,1.98,-9.58
2014,"Haggarty, Chris",Villanova,Sr,Pitcher,1,43.1,45,18,130,8.90,3.03,-9.72
2014,"Jackson, Brandon",Nicholls St,Sr,Infield,12,70,49,22,210,6.02,1.99,-9.85
2014,"Adams, Zach",Utah,Sr,Pitcher,10,72.1,43,22,217,5.13,1.95,-9.87
2014,"Karch, Eric",Pepperdine,Sr,Pitcher,0,34,23,11,102,6.14,1.95,-9.91
2014,"Lemke, Hunter",Texas St,Sr,Pitcher,0,43.1,26,13,130,5.12,1.95,-9.95
2014,"Aikenhead, Taylor",Bakersfield,Sr,Pitcher,15,106.1,76,35,319,6.00,2.00,-9.99
2014,"Hammer, Chris",Northern Colo,Sr,Pitcher,14,93,71,31,279,5.99,3.00,-10.05
2014,"Giller, Kurt",Oral Roberts,Sr,Pitcher,12,68.1,54,25,205,7.10,2.96,-10.28
2014,"Reed, Jon",Memphis,Sr,Pitcher,15,100.1,63,31,301,5.07,1.97,-10.41
2014,"Boutte, Cody",La.-Lafayette,Sr,Pitcher,16,85.2,56,27,257,5.06,1.98,-10.51
2014,"Cribb, Logan",Citadel,Sr,Pitcher,15,85,61,29,255,6.05,2.97,-10.58
2014,"Ray, Parker",Texas A&M,Sr,Pitcher,9,69.2,58,27,209,7.18,2.93,-10.61
2014,"Russell, Jacob",N.C. Central,Sr,Pitcher,0,34.1,19,9,103,3.83,2.09,-10.62
2014,"Banks, Tanner",Utah,Sr,Pitcher,8,52,39,19,156,6.16,2.92,-10.63
2014,"Klonowski, Alex",Northern Ill,Sr,Infield,14,94.2,64,31,284,6.05,1.98,-10.64
2014,"Gordan, Zach",Jacksonville,Sr,Pitcher,6,50.2,26,14,152,4.02,1.99,-10.85
2014,"Myers, Karl",Gonzaga,Sr,Pitcher,2,36.2,26,13,110,6.12,2.94,-10.98
2014,"Rodriguez, Brady",Abilene Christian,Sr,Pitcher,8,71,43,22,213,5.00,2.00,-11.03
2014,"Weisberg, Aaron",George Washington,Sr,Pitcher,14,79,44,22,237,4.87,2.05,-11.06
2014,"Vachon, Brad",Texas-Arlington,Sr,Pitcher,17,87.2,70,33,263,7.12,2.95,-11.07
2014,"Cassell, Nick",Lehigh,Sr,Pitcher,0,41,42,16,123,8.56,3.16,-11.14
2014,"DeNato, Joey",Indiana,Sr,Pitcher,16,109,81,39,327,6.10,2.95,-11.17
2014,"Melero, Johnny",San Jose St,Sr,Pitcher,14,58.1,25,15,175,3.06,1.96,-11.36
2014,"Thornhill, Nathan",Texas,Sr,Pitcher,16,113,68,37,339,5.18,1.93,-11.44
2014,"Litchfield, Jimmy",UC Irvine,Sr,Pitcher,0,38,22,12,114,5.16,1.94,-11.67
2014,"Moore, Tyler",Appalachian St,Sr,Pitcher,15,103,44,27,309,3.03,1.98,-11.68
2014,"Winter, Raymond",New Orleans,Sr,Pitcher,5,54.1,34,17,163,5.01,1.99,-11.89
2014,"Varela, Zach",UC Riverside,Sr,Pitcher,14,86.2,47,26,260,4.11,1.95,-11.90
2014,"Hager, Jason",Oakland,Sr,Pitcher,12,78.2,51,26,236,5.01,2.00,-11.93
2014,"Hudgens, Brock",Charlotte,Sr,Pitcher,14,77.1,69,31,232,8.00,3.00,-11.97
2014,"Perry, Hunter",Lamar,Sr,Pitcher,2,41.1,22,12,124,4.00,2.00,-12.00
2014,"Dunlap, Trevor",Washington,Sr,Pitcher,1,59,50,23,177,7.12,2.95,-12.04
2014,"Hoelzel, Joey",Wright St,Sr,Pitcher,14,93.1,59,31,280,4.98,2.01,-12.16
2014,"Nease, Brad",St. Mary's (CA),Sr,Pitcher,2,34.2,24,12,104,6.10,2.95,-12.20
